common_voice_zh-CN_20073517.wav	水火箭是以水的压力作为推动力来推动前进的一种模型火箭。
common_voice_zh-CN_20073518.wav	曾祖父郭景昭。
common_voice_zh-CN_20073519.wav	选区名称的顺天是指整个顺天邨。
common_voice_zh-CN_20073520.wav	弘扬中国武术。
common_voice_zh-CN_20073521.wav	亲不亲故乡人
common_voice_zh-CN_20073551.wav	但有推测认为以色列仍然维持着制造和散布生物武器的有效能力。
common_voice_zh-CN_20073554.wav	该岛使用普卡普卡语。
common_voice_zh-CN_20073559.wav	是一款由育碧制作和发行的平台游戏。
common_voice_zh-CN_20073561.wav	还与友人在新加坡创办培才小学和工人夜校。
common_voice_zh-CN_20073577.wav	该物种的模式产地在中国海域。
common_voice_zh-CN_20073578.wav	在英国他有时被人。
common_voice_zh-CN_20073579.wav	当选热河省承德市邮电局邮电工业劳模。
common_voice_zh-CN_20073580.wav	但另一个独立进行的重新研究则未能有相同的发现。
common_voice_zh-CN_20073582.wav	科维尼亚克。
common_voice_zh-CN_20073607.wav	但并非世界的中心就代表地球的肚脐。
common_voice_zh-CN_20073608.wav	泥礼拥立遥辇氏迪辇组里为阻午可汗。
common_voice_zh-CN_20073609.wav	宽萼白叶莓为蔷薇科悬钩子属下的一个变种。
common_voice_zh-CN_20073610.wav	托马霍克镇区是位于美国阿肯色州瑟西县的一个行政镇区。
common_voice_zh-CN_20073662.wav	茂名无盾龟是入选国家重点保护古生物化石名录。
common_voice_zh-CN_20073663.wav	足利义持是第三代将军足利义满的庶子。
common_voice_zh-CN_20073664.wav	克尔显微镜依赖于磁光克尔效应以对磁性材料表面上的磁化差异进行成像。
common_voice_zh-CN_20073665.wav	金峰山是奈良县大峰山脉吉野山到山上岳的连峰的总称。
common_voice_zh-CN_20073666.wav	可以省一笔钱
common_voice_zh-CN_20073697.wav	以华丽画风见称。
common_voice_zh-CN_20073703.wav	也因黄河在咸丰五年的大改道而衰败。
common_voice_zh-CN_20073706.wav	该款游戏可以三百六十度旋转拉远拉近。
common_voice_zh-CN_20073708.wav	生子令香。
common_voice_zh-CN_20073710.wav	该物种的模式产地在德国。
common_voice_zh-CN_20073763.wav	浙江秀水县人。
common_voice_zh-CN_20073764.wav	挪威国王奥拉夫二世的妻子阿斯特里德是厄蒙德的同父同母妹妹。
common_voice_zh-CN_20073766.wav	曷言乎罗汉脚也？
common_voice_zh-CN_20073768.wav	女满别机场则因电力不足宣布关闭。
common_voice_zh-CN_20073807.wav	扁刺蔷薇为蔷薇科蔷薇属下的一个变种。
common_voice_zh-CN_20073808.wav	该物种的模式产地在四川。
common_voice_zh-CN_20073809.wav	贞观四年复置。
common_voice_zh-CN_20073810.wav	天卫十七是环绕天王星运行的一颗卫星。
common_voice_zh-CN_20073872.wav	继位的莫元清逃往中国避难。
common_voice_zh-CN_20073873.wav	中国共产党及中华人民共和国官员。
common_voice_zh-CN_20073874.wav	清朝为安徽省泗州盱眙。
